manufacturer,vehicle_type,charging_type_last,drive_config,battery_chemistry,model_year,battery_capacity_kwh,battery_age_years,battery_health_pct,motor_power_kw,vehicle_weight_kg,drag_coefficient,tire_type,ambient_temp_c,hvac_usage,avg_speed_kmh,elevation_change_m,num_passengers,cargo_weight_kg,regenerative_braking,driving_mode,wind_speed_kmh,actual_range_km
Lucid,Truck,Level 1,,,2020.0,63.0,0.0,65.2,683.0,2286.0,0.306,Standard,,Max Cool,46.9,-211.1,1.0,463.0,Max,Sport,7.4,678.6
Audi,Sports Car,DC Fast Charge,FWD,Solid State,2018.0,30.7,6.0,65.2,,1244.0,0.406,,27.5,Cooling,28.8,174.6,,,Max,Sport,,647.7
Tesla,SUV,Level 1,4WD,NMCA,2022.0,111.1,7.0,,649.0,,0.421,Performance,24.0,Max Cool,103.0,267.2,,132.0,Max,Chill,69.2,163.1
NIO,Crossover,,AWD,NMCA,2019.0,115.2,,,,2066.0,0.355,All-Terrain,,Cooling,126.1,16.6,,125.0,Off,Off-Road,68.7,582.5
Lucid,Crossover,DC Fast Charge,RWD,NCA,2019.0,,7.0,85.2,523.0,3071.0,0.481,Standard,,Max Heat,83.1,-263.6,,,Off,Sport,77.0,211.2
NIO,,Wireless,FWD,NMC,,22.3,0.0,73.5,281.0,1246.0,0.439,Standard,28.0,Max Cool,37.4,446.0,1.0,268.0,Max,Sport,27.9,277.0
Lucid,Sports Car,Level 2,FWD,NMCA,2022.0,80.2,5.0,92.1,388.0,,0.463,All-Terrain,-1.2,None,125.4,-244.5,2.0,175.0,Off,Chill,16.3,698.6
Lucid,,Level 2,,NCA,2017.0,95.8,3.0,79.5,531.0,,0.311,Low Rolling Resistance,7.2,Max Cool,22.3,-208.5,4.0,171.0,High,Off-Road,72.0,477.4
rivin,Sedan,DC Fast Charge,FWD,NMC,2016.0,40.2,8.0,83.6,,2666.0,0.228,All-Terrain,26.4,Max Cool,,152.5,2.0,115.0,Medium,Eco,27.4,136.5
Polestar,Sedan,,4WD,Solid State,2022.0,107.4,3.0,64.3,692.0,2941.0,0.23,,-6.0,Heating,105.6,256.7,6.0,211.0,Medium,Off-Road,75.1,681.3
NIO,Van,DC Fast Charge,4WD,NCA,2020.0,105.0,9.0,68.4,236.0,2583.0,0.437,,30.6,Max Heat,33.1,-373.9,3.0,287.0,,Chill,4.0,471.4
Lucid,,Wireless,FWD,NMC,2022.0,38.3,3.0,72.6,310.0,1544.0,,Standard,3.8,Max Cool,43.2,265.3,2.0,466.0,Medium,Eco,19.0,136.3
BYD,Truck,DC Fast Charge,AWD,LFP,2020.0,110.4,3.0,88.7,612.0,2650.0,0.271,All-Terrain,9.8,Cooling,,377.3,4.0,120.0,Off,Off-Road,39.9,568.5
BMW,Sports Car,DC Fast Charge,FWD,NMCA,2024.0,123.8,1.0,69.3,619.0,3544.0,0.492,All-Terrain,,Max Cool,72.2,217.2,6.0,84.0,Medium,Chill,57.9,2224.5924913642525
NIO ,,Level 2,AWD,NMC,2020.0,118.3,4.0,,388.0,1213.0,0.211,,-12.8,Max Heat,29.1,353.4,5.0,142.0,Off,Off-Road,6.4,645.8
,Sedan,DC Fast Charge,FWD,NMCA,2021.0,114.5,8.0,87.5,,3351.0,0.321,All-Terrain,2.7,Max Cool,95.7,,6.0,467.0,Low,Sport,,660.0
Lucid,SUV,Wireless,RWD,NMCA,,118.0,6.0,84.5,419.0,1665.0,0.492,Low Rolling Resistance,-10.5,None,100.8,,3.0,50.0,Max,Sport,,454.2
VW,,Level 2,,NCA,2017.0,79.8,1.0,78.8,176.0,,,All-Terrain,-8.8,Cooling,97.9,-358.1,5.0,401.0,Max,Normal,60.5,315.3
,Hatchback,Level 2,FWD,Solid State,2015.0,,1.0,70.0,369.0,2511.0,0.426,Low Rolling Resistance,22.2,,48.3,-331.0,4.0,260.0,Off,Off-Road,40.4,675.0
Rivian,Crossover,DC Fast Charge,RWD,NMC,2023.0,31.8,9.0,61.2,270.0,3271.0,0.49,All-Terrain,-5.3,Cooling,126.3,-448.5,5.0,365.0,Low,Normal,7.7,579.8
rivian,Sports Car,Level 1,FWD,,2023.0,45.5,1.0,81.6,,2671.0,0.222,Performance,-12.9,Max Heat,96.0,-30.2,2.0,216.0,Max,Sport,8.1,542.8
BYD,Truck,,FWD,,2022.0,127.1,3.0,67.5,528.0,2527.0,0.218,,,Max Cool,105.2,51.6,,499.0,Low,Eco,68.6,368.0
VW,Sports Car,Supercharger,4WD,NMC,2017.0,41.6,7.0,76.4,169.0,3349.0,0.471,Standard,14.6,Max Heat,96.2,-152.2,,173.0,Medium,Chill,68.7,345.5
Hyundai,Sports Car,DC Fast Charge,,,2021.0,54.6,1.0,66.2,672.0,1755.0,0.277,Low Rolling Resistance,14.1,Cooling,83.5,,3.0,44.0,Medium,Sport,38.3,692.1
Tesla,Sedan,Level 1,4WD,,2016.0,127.8,1.0,86.6,159.0,,0.2,All-Terrain,-10.0,Max Cool,115.2,-497.2,2.0,325.0,Low,Sport,13.0,581.6
Polestar,Van,Level 1,AWD,NMC,2017.0,37.8,4.0,62.5,548.0,3872.0,0.203,,4.0,Max Heat,106.2,,2.0,,Medium,Sport,61.1,117.5
NIO,Hatchback,Level 1,AWD,Solid State,2017.0,78.3,2.0,,586.0,3443.0,0.445,Standard,,Cooling,95.7,259.6,2.0,99.0,Off,Eco,46.6,707.217409744712
polestar,SUV,Supercharger,AWD,Solid State,,42.3,1.0,92.8,381.0,3840.0,0.374,All-Terrain,22.9,Heating,,467.9,1.0,381.0,High,Chill,69.1,484.1
nio,Sedan,Level 1,RWD,Solid State,2016.0,77.1,5.0,70.6,,,0.212,,9.0,None,129.6,-482.1,5.0,123.0,Off,Off-Road,47.9,416.1
BYD,Van,Wireless,FWD,LFP,2023.0,88.6,,79.7,397.0,1760.0,,Performance,4.7,Heating,88.2,-371.4,,420.0,High,Eco,39.1,488.6
Tesla,SUV,Level 2,4WD,NCA,2015.0,,0.0,87.0,166.0,2059.0,0.442,All-Terrain,12.4,,,112.2,3.0,496.0,Medium,Sport,22.3,413.2
NIO,Crossover,Level 1,FWD,NMCA,2015.0,,6.0,,,1330.0,0.279,Low Rolling Resistance,39.6,Max Cool,124.5,-62.2,2.0,305.0,Low,Sport,24.8,202.1
polestar,Sedan,DC Fast Charge,4WD,LFP,2016.0,67.8,8.0,84.5,203.0,,0.339,Low Rolling Resistance,,Max Cool,91.8,12.4,1.0,,,,71.8,89.9
BYD ,Truck,Wireless,AWD,NCA,2023.0,124.6,0.0,63.9,124.0,2180.0,0.233,Standard,-12.5,Max Heat,70.9,5.0,5.0,133.0,High,Sport,25.6,644.1
Polestar,Sports Car,DC Fast Charge,AWD,NMC,2020.0,126.7,7.0,98.9,142.0,3854.0,0.353,All-Terrain,26.5,Max Cool,,-293.7,4.0,338.0,Max,Normal,19.1,503.6
VW,Crossover,Level 1,AWD,NCA,2021.0,92.2,0.0,97.0,187.0,3810.0,0.405,All-Terrain,5.0,Max Heat,121.7,-364.3,,72.0,Low,Off-Road,73.1,233.9
NIO,Crossover,Wireless,RWD,Solid State,2017.0,,2.0,80.9,,2825.0,0.26,Low Rolling Resistance,,Cooling,78.2,385.0,6.0,300.0,Medium,Sport,3.5,6121.759863536167
Lucid,SUV,,4WD,NMCA,2024.0,108.0,,,588.0,2740.0,,All-Terrain,35.2,Max Cool,94.5,358.4,4.0,380.0,High,Normal,35.0,431.1
NIO ,Sports Car,DC Fast Charge,AWD,LFP,,39.8,9.0,,699.0,1797.0,0.377,Low Rolling Resistance,34.5,Heating,68.2,-205.3,1.0,83.0,Max,Normal,36.3,226.4
,Hatchback,Level 2,4WD,NMC,2015.0,38.3,7.0,63.5,307.0,,0.207,All-Terrain,,None,,-464.7,6.0,353.0,,Eco,57.1,536.0
Lucid,Sedan,Supercharger,AWD,Solid State,2015.0,75.9,8.0,93.5,493.0,1447.0,0.339,Performance,-1.3,Heating,58.0,-348.8,5.0,88.0,Low,Sport,34.3,280.2
,SUV,,4WD,LFP,2017.0,119.6,6.0,81.6,404.0,,0.248,Performance,8.5,None,72.5,150.7,1.0,402.0,Medium,Chill,73.9,387.6
,,,FWD,NMC,2022.0,20.6,,72.6,57.0,3475.0,0.254,Standard,34.8,Max Heat,118.2,-222.6,1.0,292.0,Max,Normal,0.3,4403.006100945806
Polestar,Van,DC Fast Charge,,NMC,2020.0,20.5,0.0,96.2,359.0,,0.284,,14.3,Cooling,51.0,304.4,5.0,101.0,High,Off-Road,71.4,2011.2825308112463
BMW,Crossover,Level 1,AWD,LFP,2021.0,55.1,8.0,,693.0,2323.0,0.414,Standard,-19.0,Heating,51.1,-305.6,3.0,100.0,Off,Eco,58.0,537.0
Polestar,Sedan,,AWD,NCA,2020.0,,8.0,93.0,586.0,,0.25,,25.5,Max Heat,36.1,,3.0,400.0,Low,Off-Road,,104.5
NIO,Truck,Supercharger,RWD,NCA,2017.0,64.7,7.0,82.3,261.0,3007.0,0.214,Standard,-12.1,Max Heat,117.0,-273.8,6.0,54.0,,,20.1,290.9
Hyundai,Truck,Level 2,4WD,,2017.0,,5.0,90.1,679.0,2475.0,0.427,Standard,33.1,Cooling,97.3,,4.0,408.0,Max,Off-Road,70.2,86.1
Rivian,Van,,4WD,NCA,2024.0,,4.0,61.0,,2279.0,0.212,Standard,-15.0,Heating,116.1,,5.0,66.0,Low,Normal,49.5,2043.5715120193736
BYD,SUV,Supercharger,,NCA,2024.0,21.0,0.0,66.7,289.0,3089.0,,All-Terrain,-12.0,Cooling,37.9,,1.0,,High,Sport,71.7,114.3
Rivian,Van,Level 2,RWD,NMC,,99.0,5.0,83.6,227.0,2800.0,0.355,Standard,44.1,Max Heat,120.5,,4.0,34.0,Off,Eco,22.2,185.4
HYUNDAI,Sedan,Supercharger,AWD,,2017.0,126.5,,98.5,251.0,3250.0,0.443,Performance,14.7,Max Cool,37.4,-357.3,3.0,379.0,Medium,Sport,20.9,112.1
Hyundai,Truck,Level 2,,NMC,2015.0,,2.0,,,1300.0,0.203,Standard,0.5,,47.4,386.0,4.0,40.0,Medium,Off-Road,24.3,298.1
Hyundai,,DC Fast Charge,4WD,NMCA,2023.0,21.3,0.0,98.8,276.0,2140.0,0.222,All-Terrain,,,116.6,-360.2,1.0,416.0,Off,Sport,54.8,353.4
VW,Van,Level 2,FWD,NMCA,2021.0,80.0,9.0,62.4,274.0,3027.0,,Standard,22.2,None,67.9,72.6,1.0,32.0,Low,Sport,74.9,524.0
byd,,,FWD,Solid State,2016.0,92.8,4.0,98.6,274.0,1682.0,0.349,All-Terrain,39.3,Max Heat,50.4,386.1,3.0,203.0,High,Eco,14.5,518.5
BMW,,DC Fast Charge,RWD,NMCA,2022.0,,0.0,76.3,460.0,3212.0,0.32,Performance,-7.0,Heating,87.8,-389.6,3.0,91.0,Medium,Chill,31.1,479.5
tesla,Truck,Level 2,RWD,NMC,2021.0,91.6,8.0,82.5,80.0,3937.0,0.244,Low Rolling Resistance,35.2,None,28.8,306.8,2.0,,Max,Chill,19.5,398.0
,,Level 2,FWD,NCA,,119.8,7.0,60.2,190.0,3263.0,0.234,Low Rolling Resistance,-5.2,,21.5,-411.6,6.0,472.0,High,Normal,40.0,301.6
,Truck,Wireless,FWD,NMC,2018.0,95.6,6.0,61.4,214.0,3065.0,0.236,Low Rolling Resistance,-6.4,Heating,124.4,106.6,5.0,,Low,Normal,22.1,294.8
Rivian,Sports Car,Level 1,4WD,LFP,2022.0,78.1,4.0,98.8,513.0,3451.0,0.427,Performance,37.5,Cooling,101.6,-476.8,6.0,24.0,Off,Chill,78.7,590.1
Rivian,Sedan,Supercharger,AWD,NMC,2022.0,,,90.1,107.0,1790.0,0.366,Performance,-5.3,Heating,35.8,338.4,2.0,400.0,Medium,Normal,76.5,622.1
Rivian,SUV,Wireless,,NCA,,65.7,,89.6,118.0,1663.0,0.416,All-Terrain,16.2,Heating,112.4,-145.3,3.0,225.0,Low,Normal,48.5,413.8
Polestar,Hatchback,DC Fast Charge,4WD,Solid State,2018.0,96.6,0.0,88.5,487.0,3317.0,0.423,,-17.7,Cooling,102.0,108.4,3.0,364.0,Medium,Eco,72.7,223.7
,Crossover,Wireless,FWD,NMCA,,39.6,9.0,83.0,172.0,,0.301,Low Rolling Resistance,-14.3,Heating,124.4,-26.7,4.0,487.0,Medium,Chill,75.6,474.2
BMW,,Level 1,,,,79.9,7.0,71.8,190.0,3367.0,0.409,Performance,-18.0,Max Heat,96.8,367.1,,389.0,Medium,Eco,43.8,323.0
BMW,Hatchback,Supercharger,RWD,LFP,2024.0,23.1,,97.0,562.0,,0.295,Low Rolling Resistance,-3.3,Max Heat,23.9,-6.1,4.0,215.0,Off,,22.2,141.4
Rivian,Crossover,Wireless,,NMCA,2015.0,55.2,7.0,77.5,376.0,2606.0,,Low Rolling Resistance,2.6,None,109.3,496.5,,174.0,Off,Sport,78.0,551.7
Polestar,SUV,Level 2,AWD,NCA,2020.0,32.7,,87.0,355.0,2199.0,0.239,Low Rolling Resistance,-3.3,Cooling,47.4,497.9,4.0,100.0,Medium,,24.8,506.8
VW,Sports Car,Supercharger,AWD,Solid State,2021.0,103.6,3.0,99.7,111.0,3089.0,0.301,All-Terrain,19.8,None,113.1,247.3,,225.0,High,Normal,26.3,507.6
Lucid,Sports Car,Supercharger,FWD,NCA,2023.0,,,72.4,675.0,3611.0,0.283,All-Terrain,11.4,Max Heat,107.2,323.1,5.0,189.0,Medium,Off-Road,5.8,173.4
Lucid,Sedan,Wireless,AWD,Solid State,2021.0,104.7,9.0,91.4,152.0,3398.0,0.262,,39.4,Max Cool,74.2,-277.9,2.0,452.0,Max,Eco,21.9,339.9
BYD,Van,DC Fast Charge,AWD,LFP,2018.0,39.7,9.0,78.7,683.0,3865.0,0.436,Low Rolling Resistance,-17.0,Heating,62.7,-251.2,5.0,38.0,Low,,,318.8
Audi,Truck,Supercharger,4WD,NMCA,2016.0,122.4,1.0,66.0,457.0,2609.0,,Low Rolling Resistance,-11.3,Max Heat,54.1,-139.1,6.0,87.0,Off,Eco,54.0,294.9
NIO,Crossover,Level 2,RWD,NMC,2021.0,95.6,7.0,91.1,206.0,3547.0,0.477,Low Rolling Resistance,-5.7,Cooling,61.6,,,471.0,Max,Off-Road,,258.1
Rivian,Sports Car,,4WD,LFP,2017.0,64.0,5.0,82.6,644.0,2668.0,0.248,All-Terrain,-19.6,None,111.0,-437.0,3.0,192.0,Max,Chill,6.0,299.5
Audi,Sports Car,Supercharger,AWD,NMCA,2023.0,128.8,,62.7,55.0,,0.479,Performance,30.0,Heating,120.6,,2.0,452.0,,Sport,32.5,349.4
,Sedan,Level 2,AWD,NMC,2021.0,99.2,2.0,88.6,393.0,2184.0,0.285,Standard,25.3,Max Cool,,-246.8,3.0,0.0,Medium,Eco,,657.4
,Crossover,Level 1,FWD,NMCA,2023.0,39.4,0.0,92.0,351.0,2306.0,0.242,All-Terrain,6.9,Max Cool,116.8,,2.0,,High,Sport,22.5,672.0
NIO,SUV,Level 2,AWD,,2021.0,52.4,2.0,98.1,191.0,3010.0,0.294,Performance,,Cooling,80.7,-446.4,2.0,48.0,Low,,35.9,327.6
VW,,Wireless,4WD,NMCA,2023.0,54.3,0.0,69.6,557.0,2823.0,0.472,Performance,35.7,None,102.8,113.8,1.0,465.0,High,Sport,68.5,385.4
,Crossover,Wireless,FWD,NMCA,2018.0,64.0,6.0,93.0,604.0,3457.0,0.408,Low Rolling Resistance,-11.5,Heating,40.2,-449.5,,386.0,Low,Sport,54.5,671.9
Polestar,Sports Car,Supercharger,4WD,Solid State,2017.0,75.9,0.0,69.8,309.0,3190.0,0.464,All-Terrain,24.1,Max Heat,94.5,-138.0,1.0,,Low,Normal,28.5,227.9
VW,Crossover,Supercharger,AWD,LFP,2018.0,59.2,6.0,83.3,365.0,3994.0,0.314,Performance,43.4,Cooling,47.0,,4.0,214.0,Low,Normal,58.7,575.0
audi,Van,Wireless,RWD,LFP,2024.0,39.1,3.0,61.0,507.0,2556.0,0.489,Standard,,None,53.2,382.0,4.0,65.0,Low,Sport,53.4,674.3
tesla ,Truck,Supercharger,4WD,NMC,2023.0,92.4,0.0,97.3,396.0,2586.0,0.219,Performance,,None,109.7,-261.3,1.0,,,Eco,,267.2
,Truck,Supercharger,AWD,Solid State,,96.2,1.0,,570.0,1705.0,0.274,All-Terrain,-9.4,Heating,49.7,,5.0,115.0,Max,Chill,39.0,308.3
VW,Van,Level 2,4WD,Solid State,2016.0,38.9,0.0,,308.0,3391.0,0.293,Low Rolling Resistance,34.0,Max Heat,89.8,133.2,2.0,86.0,High,,64.6,602.7
Audi,Sedan,Level 1,FWD,NCA,2015.0,56.6,9.0,100.0,365.0,2445.0,0.438,Low Rolling Resistance,18.2,None,60.5,,6.0,294.0,Medium,Chill,35.3,6628.093924460704
hyundai,Van,,FWD,NMC,2017.0,,2.0,93.2,576.0,,0.331,Standard,33.3,Max Heat,119.5,-486.8,2.0,232.0,Max,Sport,36.7,248.5
Rivian,Sports Car,Level 1,RWD,NCA,2015.0,50.0,1.0,65.8,639.0,3224.0,0.251,Low Rolling Resistance,23.4,Cooling,,,5.0,11.0,Off,Chill,,663.4
NIO,Sedan,DC Fast Charge,,NMC,2015.0,80.2,0.0,64.7,512.0,2188.0,0.221,Performance,,Cooling,65.0,364.6,,41.0,,Sport,3.0,246.4
NIO,,DC Fast Charge,FWD,NCA,2024.0,56.9,7.0,77.1,192.0,,0.278,Standard,-1.7,,83.7,174.1,,438.0,Off,Chill,24.8,681.1
,Sedan,Level 1,4WD,NMC,2022.0,54.7,7.0,75.6,507.0,2630.0,0.404,Low Rolling Resistance,17.5,Heating,74.1,,6.0,313.0,Low,,,608.0
NIO,,Wireless,AWD,NMCA,2024.0,112.0,4.0,70.8,349.0,1678.0,0.343,All-Terrain,40.6,Max Cool,55.6,430.7,1.0,167.0,High,Chill,14.3,217.0
Polestar,Crossover,Wireless,FWD,NMC,2023.0,52.3,0.0,80.8,558.0,2654.0,,Standard,-7.8,None,72.2,355.3,5.0,193.0,High,Chill,37.6,621.3
BYD,Crossover,DC Fast Charge,FWD,,2017.0,78.6,,,276.0,1386.0,0.432,All-Terrain,12.1,None,45.3,475.2,2.0,176.0,Medium,,42.5,211.4
Audi,Crossover,Supercharger,RWD,NMCA,2018.0,59.5,2.0,79.2,627.0,2091.0,0.452,Standard,40.8,None,112.0,244.5,4.0,459.0,High,,55.6,289.0
BMW,Sedan,Supercharger,4WD,Solid State,2020.0,40.6,7.0,73.6,89.0,2430.0,0.398,Performance,-4.1,Max Cool,112.6,453.3,1.0,,Low,Sport,25.5,1732.3138970225557
HYUNDAI,SUV,,FWD,Solid State,,114.7,3.0,63.0,294.0,1479.0,0.215,All-Terrain,5.1,Cooling,,-478.6,6.0,202.0,High,Sport,53.6,367.0
audi,Sedan,Level 1,,Solid State,2023.0,120.0,,96.0,479.0,2786.0,0.387,All-Terrain,,Cooling,52.1,-237.2,6.0,62.0,Off,,47.6,152.0
BMW,Van,Supercharger,RWD,Solid State,2024.0,69.9,5.0,89.6,545.0,1782.0,0.418,Performance,-11.0,Max Cool,129.9,-386.3,3.0,469.0,Max,,18.1,236.6
VW,,DC Fast Charge,RWD,NMCA,2020.0,59.9,6.0,80.3,409.0,1843.0,0.394,Standard,29.3,Max Cool,83.7,-97.5,6.0,411.0,Low,Off-Road,,680.6
Audi,Crossover,,FWD,NMCA,2020.0,108.5,5.0,61.9,458.0,2663.0,0.306,Standard,1.8,,85.7,304.4,4.0,45.0,High,Eco,39.7,255.3
Hyundai,Sports Car,Level 2,4WD,Solid State,2018.0,70.4,,64.5,346.0,1463.0,0.224,Low Rolling Resistance,9.3,Cooling,20.5,99.8,1.0,279.0,High,Sport,41.4,231.4
AUDI,Sports Car,,4WD,LFP,2016.0,48.9,7.0,84.7,329.0,1562.0,0.5,,0.5,None,93.9,-453.3,3.0,142.0,Max,Normal,14.4,591.5
Rivian,,Level 2,FWD,LFP,,107.9,5.0,77.0,582.0,1255.0,,,23.4,Max Heat,59.7,-93.7,6.0,425.0,High,Off-Road,66.0,459.7
Tesla,Hatchback,Supercharger,RWD,NCA,2024.0,60.5,3.0,84.5,401.0,1913.0,,,37.2,None,119.1,,3.0,23.0,,Off-Road,43.8,280.1
BMW,Truck,Wireless,,LFP,2016.0,123.4,5.0,75.4,587.0,1320.0,0.443,All-Terrain,-0.8,Heating,,-266.7,5.0,,,Chill,53.5,241.7
,SUV,Level 1,AWD,LFP,2021.0,119.1,2.0,84.6,601.0,2377.0,0.274,,18.1,Max Heat,,445.6,3.0,434.0,High,Chill,22.9,273.4
NIO,Sedan,Level 1,FWD,Solid State,2022.0,25.7,,89.1,582.0,2621.0,,Standard,30.0,None,59.4,-25.2,1.0,29.0,Low,Off-Road,75.2,354.7
BMW,Sports Car,,4WD,NMCA,2015.0,71.0,7.0,60.6,340.0,2408.0,0.247,Low Rolling Resistance,-17.7,Cooling,59.9,,5.0,,Low,,0.1,614.8
NIO,Van,DC Fast Charge,AWD,NMCA,2019.0,76.1,0.0,84.1,371.0,3930.0,0.332,Performance,-12.8,Cooling,73.1,13.8,6.0,416.0,Low,Eco,57.0,545.9
NIO,,DC Fast Charge,,NMCA,2021.0,41.3,4.0,85.3,510.0,1408.0,0.324,Performance,19.9,Max Heat,93.4,214.9,2.0,454.0,Off,Off-Road,19.1,195.1
NIO,,Level 2,FWD,Solid State,,96.9,8.0,73.9,321.0,2333.0,0.315,All-Terrain,,Cooling,86.1,-377.3,1.0,471.0,Medium,Eco,47.6,663.3
,SUV,DC Fast Charge,AWD,NMCA,2024.0,90.1,9.0,90.1,255.0,1628.0,0.495,Low Rolling Resistance,-6.9,Max Cool,25.3,450.4,5.0,,Medium,Chill,,403.2
Polestar,Crossover,DC Fast Charge,RWD,NMC,2023.0,80.3,0.0,87.4,680.0,1626.0,0.358,Performance,3.6,Max Heat,99.8,407.5,4.0,238.0,High,Eco,74.2,641.8
VW,Van,DC Fast Charge,RWD,NMC,,52.4,,91.4,69.0,2459.0,0.492,All-Terrain,28.2,,125.8,181.9,5.0,405.0,High,Normal,69.5,343.0
RIVIAN,SUV,Level 1,AWD,Solid State,2022.0,51.5,2.0,72.7,,,,Standard,39.9,Max Cool,50.8,,3.0,122.0,High,Sport,40.3,162.5
NIO,Crossover,Level 2,RWD,,2023.0,25.5,,71.6,285.0,1590.0,0.307,Performance,37.7,,128.1,116.0,1.0,414.0,,,59.0,385.9
BYD,SUV,,FWD,NMC,,120.5,6.0,96.8,212.0,3960.0,,All-Terrain,-19.0,None,49.9,-96.7,5.0,279.0,Medium,Sport,29.4,600.3
bmw,Sedan,,RWD,NMC,2016.0,72.9,4.0,67.6,512.0,1400.0,0.259,All-Terrain,43.7,Cooling,125.3,469.2,2.0,143.0,Off,Sport,22.1,605.7
Audi,Sports Car,Wireless,,LFP,2021.0,127.6,8.0,72.3,452.0,3063.0,0.465,,11.2,Heating,73.4,-142.1,2.0,,Low,,40.2,111.4
Tesla,Hatchback,Supercharger,AWD,NMCA,2016.0,70.9,5.0,96.7,356.0,2703.0,0.383,Low Rolling Resistance,35.6,Heating,123.2,-437.8,,378.0,Off,Off-Road,40.0,1542.8989453180832
BMW,Crossover,,FWD,NCA,2018.0,75.6,7.0,,256.0,3836.0,0.312,Performance,-18.3,Cooling,24.9,-290.1,6.0,16.0,Max,Eco,69.9,454.0
Audi,Sedan,Level 1,RWD,NMC,,49.6,,93.6,298.0,,0.335,Standard,-8.3,Cooling,57.8,113.7,6.0,180.0,High,,12.1,457.7
bmw,SUV,Level 1,AWD,NCA,2016.0,33.8,1.0,71.6,628.0,2895.0,0.479,All-Terrain,-4.6,None,97.5,-28.9,3.0,,Medium,Chill,7.3,282.1
BMW,Van,Level 1,RWD,NCA,2017.0,127.3,2.0,74.5,576.0,2626.0,0.473,Standard,-5.5,,41.7,-452.8,3.0,359.0,Max,Off-Road,,503.3
Polestar,SUV,,RWD,NCA,2016.0,107.7,8.0,96.5,,,0.263,Low Rolling Resistance,-10.1,Heating,79.4,-481.7,4.0,325.0,High,Sport,13.9,293.4
lucid,Hatchback,DC Fast Charge,,NMC,2016.0,,0.0,70.5,661.0,1492.0,0.361,All-Terrain,30.2,Heating,23.1,-171.6,4.0,93.0,Off,Off-Road,52.9,538.7
LUCID,Truck,DC Fast Charge,4WD,NCA,2023.0,127.2,7.0,94.2,698.0,3754.0,0.478,Low Rolling Resistance,3.4,Max Cool,,370.0,2.0,233.0,Medium,Chill,48.6,679.8
BYD,,DC Fast Charge,4WD,,,56.1,9.0,94.7,170.0,3290.0,0.491,Performance,30.1,Max Heat,27.2,-443.5,2.0,107.0,,Chill,,431.2
VW,Hatchback,DC Fast Charge,FWD,LFP,2020.0,79.8,2.0,,671.0,1231.0,0.226,,14.9,Max Cool,,47.9,,135.0,Low,Normal,39.2,1658.5097086344485
Hyundai,,Level 2,AWD,NMC,2016.0,44.9,6.0,90.9,218.0,,0.362,Standard,-14.6,Max Cool,29.6,77.3,2.0,39.0,High,Eco,8.2,250.9
,Sedan,Level 1,FWD,,2021.0,47.0,6.0,80.0,515.0,1397.0,0.203,Performance,7.2,Heating,,,6.0,133.0,High,Eco,4.6,119.3
Hyundai,Truck,Wireless,FWD,,2024.0,22.6,8.0,82.2,636.0,,0.444,Performance,,Cooling,67.0,212.9,4.0,,Max,,56.8,393.1
VW,SUV,Wireless,4WD,NMCA,2023.0,100.6,,97.6,262.0,2753.0,,All-Terrain,32.1,Cooling,56.6,-429.1,2.0,352.0,,Off-Road,75.4,678.3
tesla ,Crossover,Level 2,AWD,NMCA,2020.0,50.6,,86.7,598.0,2287.0,,All-Terrain,32.6,,28.7,292.4,4.0,466.0,Off,Eco,27.5,593.2
BYD ,,Level 2,AWD,LFP,2018.0,119.2,6.0,73.7,609.0,,0.207,Low Rolling Resistance,15.8,Heating,102.1,91.5,6.0,235.0,Off,,33.4,603.7
Audi,,,AWD,NMCA,2017.0,124.6,3.0,68.9,386.0,1297.0,0.232,All-Terrain,43.0,Heating,46.3,67.4,1.0,460.0,Max,Off-Road,,582.4
BMW,Crossover,,AWD,NMCA,2023.0,130.0,6.0,90.5,419.0,3684.0,0.385,Performance,37.4,,103.4,-400.2,6.0,463.0,Off,,75.0,654.3
Rivian,Hatchback,Wireless,4WD,NMC,2015.0,,5.0,97.3,667.0,3141.0,0.294,Low Rolling Resistance,5.8,None,65.9,372.2,5.0,,Medium,,20.4,471.9
BMW,Sedan,Level 2,AWD,Solid State,2023.0,104.9,3.0,98.6,78.0,2252.0,0.275,All-Terrain,11.9,Max Cool,56.3,,5.0,,Low,Sport,74.8,478.8
Lucid,Crossover,DC Fast Charge,4WD,NMC,2022.0,79.1,4.0,89.8,306.0,,0.364,Standard,-3.1,Heating,102.7,431.7,1.0,104.0,Low,Off-Road,37.1,163.7
,Crossover,Supercharger,AWD,NMC,2017.0,,2.0,83.8,325.0,2078.0,0.346,Performance,,Heating,43.9,239.8,5.0,222.0,Off,Off-Road,76.0,215.2
Audi,Van,DC Fast Charge,4WD,LFP,2016.0,30.3,,71.0,692.0,1540.0,0.402,All-Terrain,43.8,Max Heat,22.5,,1.0,237.0,Medium,Off-Road,55.5,553.6
Polestar,Hatchback,Supercharger,AWD,NMCA,,76.2,6.0,79.4,197.0,3856.0,0.435,Performance,40.3,,,121.4,6.0,114.0,Medium,Sport,41.8,589.6
VW,,DC Fast Charge,FWD,,2018.0,101.2,7.0,85.6,544.0,2171.0,0.443,Performance,-11.7,Max Cool,,-417.1,6.0,427.0,High,Chill,17.4,398.1
Tesla,Sports Car,Level 1,FWD,NMC,2019.0,42.4,,99.2,370.0,2586.0,0.423,Standard,15.6,Cooling,35.8,49.6,1.0,124.0,High,Chill,78.3,680.5
